age,average mark,gender,phone number,first name,second name
25,5.29,m,3128099459.426763,Almeda,Stamey
26,6.77,f,,Cindy,Chapman
25,6.37,m,1190278798.6169465,Jadwiga,Truocchio
18,5.26,f,5780744096.869035,Ricky,Bergman
29,4.82,m,2499232346.7804337,Jennifer,Franz
29,8.07,m,7455426068.572592,Brenda,Painter
26,4.92,f,9042844496.385786,Robert,Hawkins
30,6.61,f,3626135556.1115246,Johnny,Alvidrez
22,8.29,m,5188114830.145868,Meredith,Spears
22,5.85,f,4655359627.235998,Kevin,Walton
20,7.53,m,1027422608.8882178,Dave,White
24,4.7,f,4163928879.1248856,Timothy,Wagner
29,7.17,m,6779615779.052204,Billie,Hodge
21,5.22,f,8556114729.182254,Angela,Sangi
23,6.74,m,6523438732.632801,Paula,Moore
19,5.67,f,5867329532.150291,Harold,Aguilar
19,6.56,m,8065928425.708109,Rocky,Brooks
29,9.5,m,2969201417.5941305,Rachel,Smith
18,4.24,f,6509250324.545456,Barbara,Harry
25,5.95,f,4056887917.652677,Vicki,Ricker
19,7.24,m,6306627501.918694,Terry,Carlyle
30,6.67,f,1407138614.2089307,Leslie,Hamlin
20,7.1,m,2765009307.4314613,Eugene,Bunting
25,4.02,f,3846920777.757767,Bryan,Hickerson
19,8.13,m,8995947104.53378,Amanda,James
21,7.25,f,8982295271.508009,Steven,Ball
26,6.42,m,4538200372.384304,George,Surratt
22,7.11,f,7754525835.964184,Adriana,Johnson
27,6.51,m,5856918824.906786,Rachel,Russell
18,4.83,m,9088131461.005463,Rebecca,Cully
29,7.16,f,1235994099.4058495,Nancy,Landrum
25,9.4,f,6955840571.338161,Elizabeth,Howard
18,5.68,m,9435877050.203579,Clifford,Perkins
24,4.9,f,8646105133.87557,Jonathan,Koester
27,9.43,m,2240617956.9537363,Dona,Chambers
26,7.83,f,5828114788.821706,Sandra,Schmiedeskamp
22,5.75,m,9052051834.888973,Viola,Bailey
24,9.97,f,2842343921.8064423,Joseph,Head
30,9.94,m,7812394234.661879,Wesley,Bouyer
19,9.99,f,8992687465.100006,Teresa,Jones
24,8.54,m,1853653494.7314348,Michael,Ginn
21,4.34,m,3170049937.691591,Rebecca,Imfeld
29,7.96,f,5295586577.885567,Cynthia,Tippins
22,7.49,f,5824813778.813619,Inez,Johnson
18,4.41,m,9144005539.744768,Beverly,Hertzler
21,9.21,f,6583094245.281715,Helen,Gloor
21,7.26,m,7623058981.111736,Gail,Monahan
20,5.77,f,2323780970.089907,Marla,Dodson
22,4.37,m,9040302633.320219,Adele,Deemer
20,8.18,f,5337490893.970851,Jim,Smith
22,4.23,m,1949479163.6105366,Julian,Gutierrez
29,6.15,f,8347472533.721787,Anna,Payne
29,4.13,m,6537801128.809925,James,Pratka
26,9.64,m,9193747349.746735,Sheila,Linn
18,8.84,f,5435773946.308806,Delphine,Yousef
25,4.35,f,6605704963.531532,Gwendolyn,Alvarez
19,9.64,m,6698279832.656882,Howard,Holloway
19,7.58,f,2719933925.8169365,Harry,Hanson
22,4.72,m,2622402706.423833,Bobby,Shelton
22,5.16,f,8278337743.248162,Sara,Wood
29,5.24,m,4206701798.791771,Michael,Toller
18,7.62,f,5503934017.084324,Lisa,Glover
24,6.02,m,2799009428.460248,Robert,Figueroa
21,6.98,f,4246604933.215601,Margery,Turner
23,8.56,m,4147758794.2285857,Ladonna,Guinyard
25,9.43,m,2766401127.2641835,Anthony,Sobus
28,5.32,f,3481731672.6618958,Patrick,Ruiz
20,6.31,f,3827776045.5748434,Victor,Santiago
30,4.19,m,8938411383.015112,Harry,Wages
24,8.33,f,4553390726.841391,Celeste,Pope
28,8.83,m,5243245921.503913,Royce,Hale
21,6.3,f,4346290906.842902,Marie,Powell
26,5.29,m,5624065499.938199,Eva,Buske
26,7.25,f,8136765697.924529,Mary,Ortiz
21,8.56,m,3485626306.9313154,Edward,Williams
27,5.99,f,9638896438.944788,William,Moore
30,7.9,m,6076211912.36862,Robert,Jackson
20,6.64,m,1706913029.3582864,Jocelyn,Jensen
26,5.82,f,3473896030.006334,Clayton,Williams
19,9.45,f,6200777239.421251,Melinda,Bass
18,5.83,m,7220728683.315854,Salvador,Kinney
27,5.74,f,4089749179.2630944,Patrick,Rios
23,6.43,m,9372950474.765453,Janice,Smith
26,9.55,f,5588226351.255344,Wilhelmina,Collins
25,6.26,m,8892206859.545656,Mary,Skeesick
22,9.11,f,5667409661.257881,David,Diaz
27,9.8,m,8273110335.619676,Maritza,Evans
30,8.45,f,1119470053.001805,Samuel,Regan
24,8.58,m,5010974948.12636,Richard,Madden
21,6.67,m,6940175600.713045,Bertha,Boyd
19,5.88,f,4037257625.950143,Travis,Gutierrez
20,7.74,f,4973382016.048917,Lisa,Bernier
24,7.21,m,1326543221.696419,Willie,Keith
21,5.54,f,6408656945.512095,Micheal,Scott
19,5.9,m,2737257956.3549137,Norma,Dixon
22,6.66,f,2029144148.192593,Angel,Rhoades
27,4.22,m,9334064242.326954,May,Avent
25,4.44,f,2740711529.880727,Thad,Banks
22,5.2,m,6766410107.227972,Marlene,Leonard
23,7.37,f,7992854148.4311075,Cora,Fahey
26,8.6,m,4501571998.863989,Bessie,Trivedi
30,6.31,m,2300883384.741275,Harold,Delgado
22,8.27,f,8836198773.776928,Nicole,Larkin
20,6.99,m,4246423091.3030434,Henry,Ferrell
27,7.29,f,3581553941.9615045,Holly,White
26,5.82,m,2039546826.9274914,Ryan,Digeorgio
20,7.22,f,2424741486.945982,Floyd,Anderson
28,4.58,m,2563572147.155323,Robert,Cahill
24,9.77,f,9561507153.225067,Lori,Villegas
30,6.87,m,7944019557.357374,Jennifer,Maxie
30,7.0,f,1162051813.4564872,Cindy,Frazier
18,7.09,m,4057889690.163614,Jerome,Harper
19,9.31,m,8201461564.383293,Christopher,Luna
20,8.7,f,7775329287.007694,David,Valdez
28,4.15,f,2593679674.5940905,Ted,Anderson
18,4.53,m,9865628308.359924,Marie,Marn
18,5.98,f,6650002050.171548,James,Doyle
29,5.0,m,3404464096.5376315,Jerry,Pinner
19,8.18,f,4155685133.022607,Eileen,Fata
21,8.49,m,5789010720.758908,Gary,Simmons
29,5.16,f,1959239683.0838423,Willie,Haven
29,8.28,m,6701758625.344041,John,Meyer
25,8.96,f,7426145071.157625,Leola,Murphy
23,5.73,m,1862125804.710923,Nina,Baker
30,7.64,m,3255126812.5729833,Edwin,Zeger
24,6.81,f,8662194481.243704,Mildred,Perkins
26,8.31,f,1431115377.0140755,Yong,Reaid
28,8.42,m,2180124274.356612,Lynn,Walker
19,7.55,f,7836628812.082535,Jason,Yates
29,4.08,m,4131705340.7585588,Cedric,Wallace
21,4.15,f,4178469668.6813684,Anne,Reedy
26,6.0,m,5864332206.059704,Ricky,Tetreault
22,6.69,f,5227677140.446285,Gary,Littleton
28,6.52,m,4672906991.994648,Brian,Deubler
29,6.69,f,4147674984.8567777,Adrian,Colvin
21,7.5,m,5080078771.594892,Eleanor,Schroder
28,6.89,m,4291479138.7418013,Jean,Gethers
23,8.1,f,4837700669.021777,Matthew,Kim
19,4.71,f,3302618490.0818143,Jennifer,Mclean
25,9.68,m,5047503515.498729,Jesus,Weckerly
20,4.94,f,2620759563.455983,Michael,Boyd
28,6.47,m,7030723008.346986,Michael,Chavarria
30,7.15,f,7934074816.476795,Sydney,Anderson
28,6.29,m,6021732188.498547,William,Julius
19,6.99,f,8705815896.337158,Richard,Meza
28,7.13,m,9174568489.34806,Katherine,Roche
22,6.28,f,6406465534.979543,Jacob,Figgs
29,4.32,m,6232569893.5146055,Thomas,Weimer
19,5.99,m,2408777774.6896152,Willie,Mcgurk
28,7.51,f,6337192383.021062,Minnie,Cook
21,8.69,f,2441277053.243082,Loretta,Molina
24,4.44,m,4865546348.743479,James,Harris
21,5.78,f,5457961770.29817,John,Lyons
21,7.61,m,7437856678.650565,Annie,Krings
19,4.73,f,2355686657.299999,Carrie,Ontiveros
24,4.55,m,7790407831.837995,Marie,Clausen
23,5.55,f,2218231662.8463154,Robert,Hung
23,6.91,m,1001313615.8095213,Wesley,Shah
30,6.66,f,5100064318.038972,Frank,Lopez
25,7.12,m,3272239171.9250402,Albert,Coral
22,4.83,m,8573338619.23279,Kristine,Harvey
29,8.29,f,8489352604.919871,Arlene,Bauer
23,9.86,f,8182123647.841781,Connie,Figueroa
27,4.48,m,9241523288.107073,Tom,Bishop
19,5.6,f,8180553130.016725,James,Harrison
30,5.88,m,6446748992.108175,Sheila,Stier
26,9.45,f,7454122966.170722,Pearl,Mckenna
25,7.92,m,6819050479.607356,Casey,Williams
26,4.48,f,1393070425.8370464,Yvette,Heard
28,4.97,m,2808010673.957158,Paul,Paneto
18,7.78,f,1402552228.0458562,Christopher,Iniguez
29,5.37,m,3728837413.500949,Sheila,Hudson
21,5.97,m,6829077220.241044,Marilyn,Sexton
28,5.47,f,3725281424.6305366,Eric,Marchetti
26,7.59,f,9299304063.44997,Veronica,Benz
24,8.8,m,1563120336.8539078,Mackenzie,Horta
23,7.64,f,6825388380.4896,Nellie,Cunningham
28,8.89,m,4863752414.336901,Teresa,Valiente
29,8.75,f,9512409690.708637,Kate,Pospicil
27,5.51,m,2093454744.982356,Lawrence,Mccullough
23,7.27,f,2138488344.5487475,Robert,Hannan
18,5.05,m,6280318828.216469,Paul,Miyoshi
18,7.68,f,6030306365.987974,Rebekah,Leonardo
26,4.7,m,6045392408.362379,Lillian,Sanders
21,5.76,m,3916950593.9309425,Russell,Tran
30,6.28,f,8255092315.577666,Charles,Fletcher
18,7.47,f,3552477641.1111627,Sibyl,Barthelemy
23,4.02,m,8461133510.266712,Trena,Head
25,4.2,f,4477737533.179731,Tracy,Hogan
24,5.07,m,4382910825.28343,Christopher,Scott
19,6.97,f,7392390679.068592,Peter,Langenfeld
21,7.37,m,3440663123.263562,Sara,Miller
20,9.37,f,9915284443.012537,Flora,Allen
27,8.94,m,2501602577.4778395,Sarah,Figueiredo
21,9.74,f,2414814682.2811475,Ronald,Gotay
22,8.68,m,4583928253.1581745,Maryanne,White
28,6.84,m,1438441756.0521705,Bettie,Illsley
19,5.1,f,2479891776.758439,Margaret,Eychaner
22,5.81,f,8089930673.806837,Frank,Stevens
19,5.69,m,3092934433.639037,Anthony,Huie
20,7.13,f,4765956994.439739,Jason,Wainwright
18,9.21,m,7628409758.55238,Kenneth,Robles
27,7.81,f,1493009763.6708214,Chad,Barnes
29,4.03,m,8344572075.895249,Kelly,Holcomb
28,4.1,f,6023266391.764393,Ruby,Astin
20,5.71,m,4943918508.991451,Laurie,Marshall
20,8.14,f,6720605212.202855,Melanie,Kath
26,9.98,m,4937209371.8797455,Jessica,Dubose
25,9.36,m,1565315441.9488378,George,Wofford
23,4.1,f,7497695061.62245,Elizabeth,Hollyday
29,5.5,f,3757324452.7936087,Gloria,Gilreath
24,4.43,m,5136064382.426608,Kathleen,Pruitt
20,6.95,f,7711221884.822613,James,Bohman
28,4.88,m,8594087795.79254,John,Ferreira
28,5.82,f,1722235319.757828,Everett,Mccollough
21,4.47,m,6054489709.980989,Phyliss,Wood
22,5.31,f,1448486459.39571,Jamie,Wood
30,8.17,m,7446074621.292005,Ralph,Finwall
30,6.29,f,4522424663.909285,Florence,Lile
22,9.52,m,7882459973.9693165,Geraldine,Nelson
27,9.74,m,8471562466.008341,Robin,Santiago
18,9.49,f,7530478257.8697,Maureen,Daugherty
28,7.05,f,7430443904.926924,Matthew,Grogan
25,9.54,m,6007147768.642277,James,Ryan
24,4.82,f,1906836425.7007637,Brian,Christiansen
21,9.7,m,8011674096.213198,Sondra,Bui
21,7.6,f,5552812477.734877,Janice,Luna
20,9.08,m,7136315264.602147,Roger,Felton
28,9.96,f,6647432642.491481,Gregory,Harris
22,5.3,m,5300302769.049829,Jewell,Pate
22,8.9,f,8244964743.085218,Antionette,Blaydes
23,8.22,m,7368673296.246462,Lisa,Harrison
24,4.15,m,5969339507.446566,Avery,Chestnut
29,9.9,f,1695060535.6297698,Alfred,Mendez
20,7.7,f,7283254060.409204,Loretta,Sullivan
22,6.28,m,8025678920.406008,Matthew,Fischer
19,5.32,f,6897046219.428148,Fred,Mckane
30,9.48,m,7299902800.203231,Aaron,Netolicky
22,6.4,f,4474641608.519598,Mark,Phillips
19,5.2,m,3257609054.5216174,Curtis,Aiello
29,9.24,f,5662722240.376623,Karen,Spalding
18,7.66,m,8054344333.390596,Angelita,Williamson
22,5.52,f,3813216151.435481,Rita,Peterson
18,9.05,m,6693789741.751351,William,Childs
26,5.33,m,7149967396.353277,Jackie,Hummel
28,6.21,f,6154153254.401949,Lance,Cainne
22,7.15,f,4022840182.8605947,James,Moore
22,5.03,m,2740229616.274728,Bambi,Sholders
24,6.44,f,6797068026.446553,Pamela,Collins
26,5.99,m,4711467335.588753,John,Gray
30,4.37,f,1498392761.04238,Cynthia,Greene
20,6.25,m,3345774226.566062,Lori,Hennemann
23,4.82,f,3255880745.17993,Thomas,Scruggs
20,4.15,m,9411242747.186113,Hattie,Dougherty
28,7.39,f,7928995530.202941,Justin,Mckenney
28,9.87,m,2145069774.1408694,Mark,Shippey
19,4.11,m,3177742111.052741,George,Berti
29,9.19,f,1980649526.436679,Sheila,Miranda
19,5.55,f,4268565236.9343576,Gloria,Kline
18,4.24,m,5448557709.670616,Ardith,Thomas
24,6.08,f,2710762578.199768,Raymond,Gagnon
20,6.97,m,5774761163.700866,Pamela,Goehner
27,5.56,f,5822164066.649227,Julia,Jackson
29,5.03,m,5821433089.398038,Jan,Arndt
29,6.2,f,3839964962.1219473,James,Rivera
24,4.31,m,9985176612.286295,Jennifer,Dullea
21,9.02,f,3866253021.448219,Laura,Norris
19,9.72,m,7361490231.711772,Amy,Marshall
26,6.5,m,4483062912.178917,Todd,Wayman
29,8.36,f,1510105953.0109448,Louis,Parson
24,4.08,f,4619654365.858557,Charles,Hawley
25,5.14,m,9532687307.717842,Tammy,Munday
20,9.64,f,3332736091.1773505,Dawn,Oconor
27,5.46,m,7482471905.134095,Ila,Tobin
22,9.37,f,8734921783.30661,Gloria,Gaffney
20,4.38,m,3078602570.0385566,Francis,Fletcher
29,9.07,f,8240444677.022049,Tammy,Perry
26,5.26,m,4469018423.151771,Robert,Carrera
24,4.94,f,5854265358.497675,Sharron,Ellis
26,9.59,m,2218614971.601364,Sheila,Taylor
22,7.86,m,4002717847.562319,Richard,Eaddy
28,7.46,f,1457322664.4382021,Billy,Chrisman
23,9.13,f,8263777271.98206,Dorothy,Daugherty
29,7.21,m,4015649673.2613487,Paul,Colon
30,4.81,f,3159561273.543015,Justin,Mann
29,6.33,m,4089947541.6611853,Michelle,Torres
28,6.59,f,4262304061.071218,Timothy,Mercado
25,8.15,m,5726958853.71566,Christopher,Frank
18,8.86,f,2194063619.655382,Johnnie,Evans
18,7.11,m,5675864879.241099,Jean,Carter
22,6.88,f,9905290538.23564,Matthew,Mcdearmont
30,4.86,m,,Dorothy,Yeager
24,6.86,m,1165642564.4983792,Ruth,Rhodes
25,6.07,f,3897847462.739906,James,Powers
29,5.27,f,7560844456.118232,Nell,Dyson
27,6.71,m,5673968815.722406,Edward,Bailey
23,6.92,f,5616277591.408825,Diana,Patton
19,9.27,m,4989797398.700945,Barbara,Copeland
30,4.0,f,9662712410.785643,Clarence,Cerverizzo
20,6.62,m,3784462119.1058497,Daniel,Lloyd
24,4.25,f,7783085660.256699,Jeffrey,Maxcy
20,7.28,m,2941843944.5227127,Brian,Heidinger
23,6.78,f,3191761707.4675746,Howard,Haitz
27,8.85,m,8197773860.959631,Barbara,Leroy
26,5.97,m,3634140865.328774,Doris,Scantling
24,5.54,f,5826464051.42511,Richard,Caruthers
27,4.56,f,6769669650.49012,Mabel,Dorch
27,9.08,m,2803709571.1526775,Yolanda,Conner
26,7.99,f,3833060094.9202614,Susan,Haley
22,4.09,m,6887681779.085095,Brenda,Scott
24,9.48,f,2407940126.1902037,George,Lawless
18,9.99,m,6846142524.536173,Richard,Snider
29,7.92,f,4106348755.6797776,Florence,Sooter
19,5.1,m,2956517523.4442215,Ann,Sorensen
24,7.95,f,9087984691.25127,Debbie,Feazel
22,5.42,m,5431270645.6355505,Blaine,Gust
21,9.62,m,8593624176.661077,Gerald,Gomez
25,9.46,f,7385434807.278392,Daniel,Wilson
28,5.96,f,6941071900.844448,George,Lapointe
28,5.92,m,7260144105.211509,Brian,Darrow
27,5.1,f,8527511967.028539,Edward,Jarvie
26,7.67,m,2637483672.2417507,John,Paolucci
20,5.94,f,4273250935.5630765,Don,Dryden
29,4.54,m,4369797942.30064,Tonya,Sculley
27,5.14,f,3536615413.581144,William,Erling
26,9.59,m,1756393633.2559013,Annie,Maddox
19,7.58,f,1772424730.989374,James,Purcell
26,9.03,m,4413415262.44578,Theresa,Morgan
27,5.96,m,1627824854.1853638,Sean,Dieteman
19,5.89,f,6287319983.202851,Joyce,Robison
23,7.82,f,6331317207.198139,Larissa,Stalling
23,6.96,m,5910486368.65126,Thomas,Ramos
29,4.65,f,4861580895.623733,Kimberly,Tarver
30,4.43,m,9706166191.749546,Louie,Unrein
27,8.19,f,9296763294.519686,Miguel,Bertalan
29,6.69,m,8905632446.584122,Brian,Perkins
24,8.6,f,3895052467.0479584,Brittney,Muller
19,6.92,m,5623386200.533025,Terry,Gillikin
25,4.36,f,9848577659.559113,Lela,Sanders
30,8.17,m,1461611987.2982233,Herman,Mcavoy
21,6.82,m,6236345009.313309,Robert,Ange
21,6.33,f,6336807454.799741,Stephanie,Ramirez
25,9.62,f,7686766980.161135,Noah,Minton
24,6.47,m,2563071916.6437993,Cynthia,Wood
28,6.82,f,8081104669.444241,Sue,Mahon
25,5.33,m,7194800388.599188,Lisa,Robards
28,8.42,f,1726510272.5522852,John,Jones
26,9.39,m,8212575376.9734,Roger,Williams
20,9.29,f,2454362180.4455085,Thomas,Black
23,5.66,m,4447089849.148226,Leonore,Mcmillian
19,7.76,f,8274835045.686468,Betty,Mccoy
21,5.0,m,6097032255.544671,Janice,Sousa
24,8.7,m,9386492012.723364,Emma,Mottillo
19,6.24,f,5852363574.437797,Kristi,Swanson
27,8.44,f,4527243891.179044,Ann,Eaton
28,6.54,m,5600323603.465753,Olive,Williams
27,8.65,f,9519917170.479057,Paul,Rio
26,6.6,m,3126268664.7869654,Earl,Horan
25,8.06,f,9500889162.364302,Linda,Mckoy
23,5.38,m,3977092044.5655403,Kevin,Brown
26,7.07,f,6083875093.481166,Jack,Meza
28,7.27,m,1293494594.7954419,Joe,Smith
19,8.12,m,7645144218.685053,Don,Knox
26,6.3,f,8520400613.069301,Teresa,Robotham
21,7.26,f,2042904150.1507807,Maryjane,Shafer
24,5.14,f,1648650554.3140216,Estella,Neubauer
25,9.95,f,7315700843.317522,Cassandra,Maldonado
26,4.03,f,5079480598.5876465,Sherry,Bean
23,8.03,m,7245566339.217387,Leonard,Jackson
19,5.35,m,5237909327.2167,James,Mills
19,6.44,f,9133964072.604912,Kristen,Keri
28,4.93,m,1748313049.4386134,Angelo,Landrum
22,4.18,f,3045049609.5231256,Dora,Swarr
20,6.12,f,8242180850.730939,Diane,Laird
27,4.84,m,6944564683.061537,Darren,Charbonneau
28,5.43,f,2342775196.0295715,Barbara,Lambert
30,5.81,m,4816255420.66419,Mark,Waits
19,5.76,f,6303405298.351719,Ann,Mondragon
23,5.51,f,3655711518.0918283,Michelle,Oneal
25,9.82,m,3625729887.0078335,Carl,Campbell
27,4.55,m,5787058556.893565,Alice,Digangi
30,9.64,m,8438794356.9488735,Frances,Nez
24,8.96,m,6953801751.44769,Amber,Wilson
27,4.26,f,3159069766.4054966,Maria,Ceraos
29,4.33,m,3130592191.742056,Jennifer,Turner
29,5.43,f,5101172539.260412,Larry,Smith
28,9.07,m,9999049985.25093,Daniel,Dumar
22,6.04,f,3212002238.5055094,Mary,Macdonald
29,6.35,f,5541879822.227023,Johnnie,Yepez
20,7.76,m,3604722993.0073833,Stella,Hallmark
27,4.87,f,4752059136.119427,Jimmy,Dunnaway
23,7.34,m,6063998094.72112,Hilda,Bohlke
18,8.81,m,3421000522.7683406,Robert,Maines
19,8.86,f,9073263698.553898,Richard,Shackleford
24,8.83,f,7202689927.736869,Shane,Machesky
18,7.97,f,7990739598.40711,Rodolfo,Maldonado
29,4.52,m,4451079210.702748,Connie,Butler
19,9.28,f,8203852661.527393,Michael,Kath
21,7.71,m,1634320275.0713673,Josephine,Newbury
24,8.0,f,5940294729.620491,Martha,Burton
24,8.18,f,9608098980.461067,Evelyn,Johnson
27,8.84,f,5396403991.792156,Renee,Munn
29,7.99,f,7243833251.065836,Brenna,Szymansky
29,8.46,f,8617499005.82225,Luz,Roseboro
28,9.98,f,8488429845.905436,Heather,Garcia
26,5.05,m,9021012395.392307,Anita,Tudor
30,9.1,f,6652129046.452968,Eddie,Shiels
24,7.35,m,1131993455.929897,Edwin,Broadwell
22,8.88,m,1001615970.0267148,Corinne,Hamblin
24,7.87,m,7760454105.419667,Connie,Berry
22,4.37,f,4498608412.487289,Larry,Fields
18,9.29,m,3240524549.058793,Amber,Wallin
27,4.48,f,2591481797.970537,Richard,Somers
27,7.52,m,3585955785.3608446,Steve,Williams
30,9.91,m,5542802143.464076,Lee,Davis
21,9.25,f,2153182747.789818,Alice,Hudson
29,7.02,f,2718015895.867629,Elissa,Sinclair
21,5.13,f,6604409979.853809,Anita,Mcpherson
30,9.15,f,4547964732.927147,Jackie,Johnson
30,7.52,m,,Howard,Smoot
28,7.91,m,1121824341.0733426,Robert,Gonzalez
21,5.72,f,4669747908.922,Leticia,Wright
24,6.19,m,1041025345.6788365,Carl,Olson
19,4.54,f,8209782923.467332,Evelyn,Daniels
25,4.39,m,5334973696.447592,Robert,Hatley
29,4.5,f,9452816614.620247,Kelly,Stewart
18,7.63,m,3029672558.1641684,Logan,Pruitt
30,6.13,f,8037505989.931215,Tammy,Wong
24,9.51,m,3224784364.4645014,Henry,Quinton
30,4.76,m,9792395707.605047,Stanley,Monteleone
28,9.4,m,3074548655.2268467,Harry,Neher
23,7.23,m,2168085069.6846824,Jason,Rossetti
26,5.36,f,5652613487.610302,Emma,Marcus
18,6.88,f,2204191935.4748554,Lindsey,Cummings
25,5.41,m,7690515806.27861,Miguel,Guinn
27,5.65,m,3862376667.721076,James,Herring
21,7.86,f,5316844098.231982,Glenda,Cisneros
29,9.43,f,8493206418.317105,Gladys,Purdom
25,6.85,f,4021796220.869587,Marjorie,Rapelyea
30,6.78,m,8298886039.58648,Malcolm,Smith
19,8.73,f,1736923449.9256718,Erica,Broussard
19,7.36,f,9575967989.668125,Emma,Mcbride
18,7.27,m,7874957483.083137,Raymond,Soileau
30,7.19,m,3151883595.4151278,Rikki,Gomes
29,6.4,m,9640849278.765133,Thomas,Spaur
29,8.41,m,1578904865.1573513,Gabrielle,Szmidt
24,7.66,m,6033718081.481688,Justin,Gonzales
